HarvestYear,ID2,Longitude,Latitude,SampleID,Crop,GrainYieldDryPerArea,GrainCarbon,GrainNitrogen,GrainProtein,GrainMoisture,GrainStarch,GrainWGlutDM,GrainOilDM,GrainTestWeight,ResidueMassDryPerArea,ResidueCarbon,ResidueNitrogen,CropExists,Comments,Crop_AgCROS,GrainYieldDryPerArea_AgCROS,ResidueMassDryPerArea_AgCROS
2003,249,-117.08586399999999,46.781526,,WW,567.4212598425198,44.62,2.215,,,,,,,779.8291786617759,,,1,,Triticum aestivum (Winter Wheat),5674.212598425198,7798.2917866177595
2003,250,-117.08544599999999,46.781644,,WW,517.7165354330708,45.12,2.2680000000000002,,,,,,,757.7920134496628,,,1,,Triticum aestivum (Winter Wheat),5177.165354330708,7577.920134496628
2003,251,-117.08502800000001,46.781492,,WW,381.8897637795275,44.47,1.926,,,,,,,697.5716411868585,,,1,,Triticum aestivum (Winter Wheat),3818.8976377952754,6975.716411868585
2003,252,-117.08457853,46.78155584,,WW,433.5629921259842,44.34,1.954,,,,,,,720.4815654172733,,,1,,Triticum aestivum (Winter Wheat),4335.6299212598415,7204.815654172733
2003,253,-117.08419199999999,46.781534,,WW,476.37795275590554,44.29,2.064,,,,,,,748.5236220472441,46.4,0.3458,1,,Triticum aestivum (Winter Wheat),4763.779527559055,7485.236220472441
2003,254,-117.083774,46.781597,,WW,529.0354330708661,44.21,2.085,,,,,,,762.8103778048967,,,1,,Triticum aestivum (Winter Wheat),5290.354330708661,7628.103778048967
2003,255,-117.08335600000001,46.781518,,WW,545.767716535433,44.42,1.715,,,,,,,770.2288294604593,,,1,,Triticum aestivum (Winter Wheat),5457.67716535433,7702.288294604594
2003,256,-117.08293799999998,46.781587,,SC,89.07480314960631,58.816,4.6612,,,,,,,296.50914318276006,46.52,0.5888,1,,Brassica napus (Spring Canola),890.748031496063,2965.0914318276004
2003,257,-117.08252,46.781624,,SC,156.496062992126,61.181000000000004,3.6443,,,,,,,393.1553249389482,,,1,,Brassica napus (Spring Canola),1564.96062992126,3931.5532493894816
2003,258,-117.082102,46.781426,,SC,186.02362204724412,60.833999999999996,4.0224,,,,,,,431.41742460451434,,,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1860.2362204724411,4314.174246045143
2003,259,-117.08168400000001,46.781565,,SC,140.25590551181102,60.676,3.9677,,,,,,,372.1111701228869,,,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1402.5590551181103,3721.111701228869
2003,260,-117.08126599999999,46.781566999999995,,WB,525.5905511811023,43.54,1.337,,,,,,,436.6358732717465,45.7,0.3107,1,,Hordeum vulgare (Winter Barley),5255.905511811024,4366.358732717465
2003,261,-117.080848,46.781423,,SB,307.0866141732283,45.43,2.095,,,,,,,510.2543697995197,45.24,0.5522,1,,Hordeum vulgare (Spring Barley),3070.8661417322833,5102.543697995196
2003,262,-117.08043,46.781686,,SB,264.763779527559,45.23,1.885,,,,,,,478.51910900847525,,,1,,Hordeum vulgare (Spring Barley),2647.63779527559,4785.191090084752
2003,263,-117.08001200000001,46.781657,,SP,64.0,44.82,3.06,,,,,,,174.22058823529412,46.65,0.46399999999999997,1,,Pisum sativum (Spring Pea),640.0,1742.2058823529412
2003,264,-117.079594,46.781621,,SW,304.6259842519685,44.78,2.025,,,,,,,387.3388793010463,46.5,0.3073,1,,Triticum aestivum (Spring Wheat),3046.2598425196848,3873.388793010463
2003,265,-117.0791581,46.78153382,,SW,351.87007874015745,44.84,2.6260000000000003,,,,,,,557.0198023674193,46.59,0.5704,1,,Triticum aestivum (Spring Wheat),3518.7007874015744,5570.198023674193
2003,266,-117.07875800000001,46.781554,,SW,273.1299212598425,44.86,2.657,,,,,,,375.9250226465055,45.81,0.5018,1,,Triticum aestivum (Spring Wheat),2731.2992125984247,3759.250226465055
2003,267,-117.07834,46.781559,,SW,298.22834645669286,44.89,2.653,,,,,,,502.32587327590767,46.75,0.5371,1,,Triticum aestivum (Spring Wheat),2982.2834645669286,5023.258732759076
2003,268,-117.077922,46.781496000000004,,SW,375.492125984252,45.36,2.7739999999999996,,,,,,,415.87307990189765,46.19,0.4469,1,,Triticum aestivum (Spring Wheat),3754.92125984252,4158.7307990189765
2003,269,-117.077504,46.781659999999995,,SW,489.17322834645665,44.36,1.9180000000000001,,,,,,,653.8585077779911,46.23,0.2268,1,,Triticum aestivum (Spring Wheat),4891.7322834645665,6538.585077779911
2003,270,-117.07708600000001,46.781434000000004,,SW,401.0826771653543,45.01,2.469,,,,,,,472.67341932071923,46.7,0.2971,1,,Triticum aestivum (Spring Wheat),4010.826771653543,4726.734193207192
2003,271,-117.076668,46.781558000000004,,SW,376.9685039370079,45.17,2.164,,,,,,,459.9537401574803,46.55,0.3641,1,,Triticum aestivum (Spring Wheat),3769.685039370079,4599.537401574803
2003,272,-117.08559,46.781812,,WW,512.7952755905512,44.42,1.824,,,,,,,755.6101159039091,,,1,,Triticum aestivum (Winter Wheat),5127.952755905512,7556.101159039091
2003,273,-117.085172,46.781929999999996,,WW,340.5511811023622,44.86,2.614,,,,,,,679.2437018025269,,,1,,Triticum aestivum (Winter Wheat),3405.5118110236217,6792.437018025268
2003,274,-117.084754,46.781778,,WW,583.1692913385826,44.52,2.342,,,,,,,786.8112508081882,,,1,,Triticum aestivum (Winter Wheat),5831.692913385827,7868.112508081882
2003,275,-117.08435697,46.78187778,,WW,668.3070866141733,44.52,2.07,,,,,,,824.5580783497286,,,1,,Triticum aestivum (Winter Wheat),6683.070866141733,8245.580783497286
2003,276,-117.083918,46.78182,,WW,519.1929133858267,44.54,2.138,,,,,,,758.4465827133889,,,1,,Triticum aestivum (Winter Wheat),5191.929133858267,7584.465827133889
2003,277,-117.0835,46.781883,,WW,454.7244094488189,44.37,1.879,,,,,,,729.8637248640144,,,1,,Triticum aestivum (Winter Wheat),4547.244094488189,7298.637248640144
2003,278,-117.083082,46.781804,,WW,570.8661417322835,44.06,1.883,,,,,,,781.3565069438038,,,1,,Triticum aestivum (Winter Wheat),5708.661417322835,7813.565069438037
2003,279,-117.08265008,46.78185937,,SC,176.1811023622047,61.653999999999996,3.4284,,,,,,,418.66339138265886,,,1,,Brassica napus (Spring Canola),1761.811023622047,4186.6339138265885
2003,280,-117.082246,46.781909999999996,,SC,198.8188976377953,61.266999999999996,3.4494,,,,,,,447.99766779292617,,,1,,Brassica napus (Spring Canola),1988.188976377953,4479.976677929261
2003,281,-117.08181228,46.78170481,,SC,137.79527559055114,60.72,3.5529,,,,,,,368.92266181742303,,,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1377.9527559055114,3689.22661817423
2003,282,-117.08141,46.781851,,SC,147.63779527559055,60.841,3.6621,,,,,,,381.6766950392784,,,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1476.3779527559054,3816.766950392784
2003,283,-117.080992,46.781853000000005,,WB,359.251968503937,44.56,1.3219999999999998,,,,,,,312.54642697964636,,,1,,Hordeum vulgare (Winter Barley),3592.51968503937,3125.4642697964637
2003,284,-117.080574,46.781709,,SB,245.5708661417323,44.5,1.734,,,,,,,478.66902046556913,,,1,,Hordeum vulgare (Spring Barley),2455.708661417323,4786.690204655692
2003,285,-117.080156,46.781971999999996,,SB,284.4488188976378,44.86,1.771,,,,,,,478.3653536678662,,,1,,Hordeum vulgare (Spring Barley),2844.4881889763783,4783.653536678662
2003,286,-117.07973799999999,46.781943,,SP,93.5,44.87,3.1210000000000004,,,,,,,189.6130372126927,,,1,,Pisum sativum (Spring Pea),935.0,1896.1303721269269
2003,287,-117.07932,46.781907000000004,,SW,324.31102362204723,45.36,2.521,,,,,,,450.01869315754135,46.91,0.3537,1,,Triticum aestivum (Spring Wheat),3243.1102362204724,4500.186931575414
2003,288,-117.07886619,46.78180208,,SW,365.6496062992126,44.96,2.7960000000000003,,,,,,,579.0610016275897,46.42,0.5748,1,,Triticum aestivum (Spring Wheat),3656.496062992126,5790.610016275897
2003,289,-117.078484,46.78184,,SW,437.992125984252,47.27,2.945,,,,,,,529.1945887083264,46.41,0.4077,1,,Triticum aestivum (Spring Wheat),4379.92125984252,5291.945887083264
2003,290,-117.07806599999999,46.781845000000004,,SW,301.67322834645665,44.89,2.485,,,,,,,500.620686985756,46.74,0.5213,1,,Triticum aestivum (Spring Wheat),3016.7322834645665,5006.2068698575595
2003,291,-117.077648,46.781782,,SW,286.9094488188977,45.44,2.6510000000000002,,,,,,,410.97492118683215,46.56,0.4293,1,,Triticum aestivum (Spring Wheat),2869.0944881889773,4109.749211868321
2003,292,-117.07723,46.781946000000005,,SW,315.9448818897638,45.29,2.8080000000000003,,,,,,,596.3146794150731,45.93,0.6424,1,,Triticum aestivum (Spring Wheat),3159.448818897638,5963.146794150731
2003,293,-117.07681200000002,46.78172,,SW,262.30314960629914,45.02,2.47,,,,,,,358.5877551532174,45.96,0.4135,1,,Triticum aestivum (Spring Wheat),2623.031496062991,3585.877551532174
2003,297,-117.085536,46.782098,,WW,281.98818897637796,44.44,2.242,,,,,,,653.2791210080567,,,1,,Triticum aestivum (Winter Wheat),2819.8818897637793,6532.791210080567
2003,298,-117.085118,46.782216,,WW,533.4645669291339,44.58,1.828,,,,,,,764.7740855960749,,,1,,Triticum aestivum (Winter Wheat),5334.645669291339,7647.740855960748
2003,299,-117.0847,46.782064,,WW,509.84251968503935,44.63,2.009,,,,,,,754.3009773764568,,,1,,Triticum aestivum (Winter Wheat),5098.425196850393,7543.009773764568
2003,300,-117.084282,46.782153,,WW,572.8346456692914,44.5,2.012,,,,,,,782.2292659621053,,,1,,Triticum aestivum (Winter Wheat),5728.346456692914,7822.292659621053
2003,301,-117.08386399999999,46.782106,,WW,444.8818897637795,44.9,2.055,,,,,,,725.4999297725069,,,1,,Triticum aestivum (Winter Wheat),4448.818897637795,7254.9992977250695
2003,302,-117.08343026,46.78215462,,WW,593.503937007874,44.97,2.102,,,,,,,791.3932356542709,,,1,,Triticum aestivum (Winter Wheat),5935.03937007874,7913.932356542709
2003,303,-117.08301227,46.78207922,,WW,583.1692913385826,45.47,1.925,,,,,,,786.8112508081882,,,1,,Triticum aestivum (Winter Wheat),5831.692913385827,7868.112508081882
2003,304,-117.08261,46.782159,,WW,570.3740157480314,44.71,1.9,,,,,,,781.1383171892282,,,1,,Triticum aestivum (Winter Wheat),5703.740157480314,7811.383171892283
2003,305,-117.08219199999999,46.782196,,SC,199.80314960629917,60.835,3.5707,,,,,,,449.27307111511175,,,1,,Brassica napus (Spring Canola),1998.0314960629917,4492.730711151117
2003,306,-117.081774,46.781998,,SP,98.5,44.94,3.3139999999999996,,,,,,,168.04597701149424,,,1,Reseeded with spring pea (cruisers),Pisum sativum (Spring Pea),985.0,1680.4597701149423
2003,307,-117.081356,46.782137,,SC,156.003937007874,61.226000000000006,3.5658,,,,,,,374.3369560092414,47.93,0.24600000000000002,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1560.03937007874,3743.3695600924143
2003,308,-117.08093799999999,46.782139,,SC,173.7204724409449,59.658,3.9681,,,,,,,415.4748830771951,,,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1737.2047244094488,4154.748830771951
2003,309,-117.08049902,46.78197702,,SB,319.8818897637795,44.87,2.036,,,,,,,462.2659076399234,46.19,0.4838,1,,Hordeum vulgare (Spring Barley),3198.818897637795,4622.6590763992335
2003,310,-117.080102,46.782258,,SB,263.28740157480314,45.28,1.882,,,,,,,439.2224409448819,46.1,0.5632,1,,Hordeum vulgare (Spring Barley),2632.8740157480315,4392.224409448819
2003,311,-117.07968400000001,46.782229,,SP,92.0,44.97,3.235,,,,,,,257.6834862385321,46.92,0.3418,1,,Pisum sativum (Spring Pea),920.0,2576.8348623853212
2003,312,-117.07930181,46.78221346,,SP,111.0,44.85,3.32,,,,,,,204.4784449660897,,,1,,Pisum sativum (Spring Pea),1110.0,2044.784449660897
2003,313,-117.078848,46.782114,,SW,405.51181102362204,45.13,2.483,,,,,,,488.7955216535434,46.14,0.3497,1,,Triticum aestivum (Spring Wheat),4055.1181102362207,4887.955216535434
2003,314,-117.07843000000001,46.782126,,SW,362.6968503937008,44.74,2.28,,,,,,,510.1757500900623,46.82,0.3588,1,,Triticum aestivum (Spring Wheat),3626.968503937008,5101.757500900623
2003,315,-117.07804184,46.78214737,,SW,447.8346456692913,45.08,2.759,,,,,,,739.7381540325209,46.1,0.5183,1,,Triticum aestivum (Spring Wheat),4478.346456692913,7397.381540325209
2003,316,-117.07759399999999,46.782068,,SW,331.2007874015748,45.35,2.9539999999999997,,,,,,,702.6118981541241,46.03,0.5432,1,,Triticum aestivum (Spring Wheat),3312.0078740157483,7026.118981541241
2003,323,-117.08513522,46.78249247,,WW,446.8503937007874,44.53,2.261,,,,,,,726.3726887908084,,,1,,Triticum aestivum (Winter Wheat),4468.503937007874,7263.726887908084
2003,324,-117.084751,46.78235,,WW,453.248031496063,45.18,2.353,,,,,,,729.2091556002882,,,1,,Triticum aestivum (Winter Wheat),4532.48031496063,7292.0915560028825
2003,325,-117.084333,46.782439000000004,,WW,581.2007874015748,45.38,1.96,,,,,,,785.9384917898866,,,1,,Triticum aestivum (Winter Wheat),5812.007874015748,7859.384917898866
2003,326,-117.08391499999999,46.782392,,WW,615.1574803149606,44.98,2.123,,,,,,,800.9935848555876,,,1,,Triticum aestivum (Winter Wheat),6151.574803149606,8009.935848555877
2003,327,-117.083497,46.782455,,WW,551.1811023622047,44.96,2.06,,,,,,,810.9251968503937,47.44,0.2787,1,,Triticum aestivum (Winter Wheat),5511.811023622047,8109.251968503937
2003,328,-117.083079,46.782376,,WW,484.74409448818903,44.51,1.8230000000000002,,,,,,,743.1732998931125,,,1,,Triticum aestivum (Winter Wheat),4847.440944881891,7431.732998931125
2003,329,-117.08264527,46.78243781,,WW,484.74409448818903,45.53,1.929,,,,,,,743.1732998931125,,,1,,Triticum aestivum (Winter Wheat),4847.440944881891,7431.732998931125
2003,330,-117.08224299999999,46.782482,,WW,501.4763779527559,45.0,1.8980000000000001,,,,,,,750.5917515486752,,,1,,Triticum aestivum (Winter Wheat),5014.763779527559,7505.917515486753
2003,331,-117.081825,46.782284000000004,,SC,167.3228346456693,61.607,3.5053,,,,,,,399.0982981965964,47.45,0.3166,1,,Brassica napus (Spring Canola),1673.228346456693,3990.9829819659635
2003,332,-117.08140700000001,46.782423,,SP,47.0,45.48,3.262,,,,,,,150.11352518223777,,,1,Reseeded with spring pea (cruisers),Pisum sativum (Spring Pea),470.0,1501.1352518223775
2003,333,-117.08098899999999,46.782425,,SC,122.53937007874016,61.973,3.5048,,,,,,,328.86318897637796,47.92,0.3242,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1225.3937007874017,3288.6318897637793
2003,334,-117.08057099999999,46.782281,,WB,537.4015748031496,44.38,1.453,,,,,,,430.56288424880853,,,1,,Hordeum vulgare (Winter Barley),5374.0157480314965,4305.628842488085
2003,335,-117.080153,46.782544,,WB,362.6968503937008,45.48,1.5730000000000002,,,,,,,321.4415505754089,,,1,,Hordeum vulgare (Winter Barley),3626.968503937008,3214.415505754089
2003,336,-117.07973500000001,46.782515000000004,,SB,345.9645669291339,44.82,1.857,,,,,,,484.4206974128234,46.97,0.4608,1,,Hordeum vulgare (Spring Barley),3459.6456692913393,4844.206974128234
2003,337,-117.07931699999999,46.782478999999995,,SP,32.5,45.27,3.2060000000000004,,,,,,,137.79647304370877,,,1,,Pisum sativum (Spring Pea),325.0,1377.9647304370878
2003,338,-117.07889105,46.78239455,,SW,338.0905511811024,44.99,2.431,,,,,,,470.93275272409136,46.99,0.3816,1,,Triticum aestivum (Spring Wheat),3380.905511811024,4709.327527240914
2003,348,-117.084617,46.782636,,WW,545.767716535433,44.97,2.065,,,,,,,770.2288294604593,,,1,,Triticum aestivum (Winter Wheat),5457.67716535433,7702.288294604594
2003,349,-117.084199,46.782725,,WW,432.0866141732283,44.63,1.53,,,,,,,719.826996153547,,,1,,Triticum aestivum (Winter Wheat),4320.866141732284,7198.26996153547
2003,350,-117.083781,46.782678000000004,,WW,524.6062992125983,44.91,2.084,,,,,,,760.8466700137183,,,1,,Triticum aestivum (Winter Wheat),5246.062992125982,7608.466700137183
2003,351,-117.08336299999999,46.782740999999994,,WW,522.1456692913385,45.32,2.057,,,,,,,759.7557212408412,,,1,,Triticum aestivum (Winter Wheat),5221.456692913385,7597.557212408412
2003,352,-117.08291879,46.78264763,,WW,541.3385826771654,45.14,2.134,,,,,,,768.265121669281,,,1,,Triticum aestivum (Winter Wheat),5413.385826771654,7682.6512166928105
2003,353,-117.082527,46.782731,,WW,544.2913385826771,45.67,2.127,,,,,,,769.5742601967332,,,1,,Triticum aestivum (Winter Wheat),5442.9133858267705,7695.742601967332
2003,354,-117.082109,46.782768,,WW,604.3307086614174,44.93,2.0580000000000003,,,,,,,796.1934102549294,,,1,,Triticum aestivum (Winter Wheat),6043.307086614173,7961.934102549294
2003,355,-117.08169099999999,46.78257,,SC,213.0905511811024,59.16,3.591,,,,,,,466.49101596461645,,,1,,Brassica napus (Spring Canola),2130.905511811024,4664.910159646164
2003,356,-117.081273,46.782709000000004,,SP,56.0,44.78,3.295,,,,,,,154.2642857142857,46.95,0.3574,1,Reseeded with spring pea (cruisers),Pisum sativum (Spring Pea),560.0,1542.642857142857
2003,357,-117.080855,46.782711,,SP,106.5,44.64,3.31,,,,,,,200.65591154378757,,,1,Reseeded with spring pea (cruisers),Pisum sativum (Spring Pea),1065.0,2006.5591154378758
2003,358,-117.08041408,46.78255608,,WB,471.9488188976378,44.34,1.3969999999999998,,,,,,,390.6231020220295,,,1,,Hordeum vulgare (Winter Barley),4719.488188976378,3906.2310202202952
2003,359,-117.080019,46.78283,,WB,285.92519685039366,44.74,1.42,,,,,,,286.04822834645665,,,1,,Hordeum vulgare (Winter Barley),2859.2519685039365,2860.4822834645665
2003,360,-117.079601,46.782801,,SB,258.36614173228344,45.31,2.146,,,,,,,478.5690794941732,,,1,,Hordeum vulgare (Spring Barley),2583.6614173228345,4785.690794941732
2003,371,-117.08422983,46.78296597,,WW,434.54724409448824,44.95,2.622,,,,,,,720.917944926424,,,1,,Triticum aestivum (Winter Wheat),4345.472440944883,7209.179449264239
2003,372,-117.083798,46.782964,,WW,530.5118110236219,44.6,2.094,,,,,,,763.4649470686228,,,1,,Triticum aestivum (Winter Wheat),5305.118110236219,7634.649470686228
2003,373,-117.08338,46.783027000000004,,WW,530.5118110236219,45.42,2.155,,,,,,,763.4649470686228,,,1,,Triticum aestivum (Winter Wheat),5305.118110236219,7634.649470686228
2003,374,-117.08296200000001,46.782948,,WW,518.2086614173229,45.17,1.97,,,,,,,700.7874015748032,46.7,0.2602,1,,Triticum aestivum (Winter Wheat),5182.0866141732295,7007.8740157480315
2003,375,-117.08252827,46.78300622,,WW,465.0590551181102,45.3,2.17,,,,,,,734.4457097100974,,,1,,Triticum aestivum (Winter Wheat),4650.5905511811025,7344.457097100974
2003,376,-117.082126,46.783054,,WW,558.0708661417324,45.12,2.084,,,,,,,775.6835733248438,,,1,,Triticum aestivum (Winter Wheat),5580.708661417324,7756.8357332484375
2003,377,-117.08165033,46.78282132,,SC,221.94881889763775,61.818000000000005,3.6039999999999996,,,,,,,496.44195545075587,46.53,0.2786,1,,Brassica napus (Spring Canola),2219.4881889763774,4964.419554507559
2003,378,-117.08129,46.782995,,SC,208.66141732283464,61.33,3.5541,,,,,,,460.75170101478164,,,1,,Brassica napus (Spring Canola),2086.6141732283463,4607.517010147816
2003,379,-117.080872,46.782996999999995,,SP,80.5,45.29,3.365,,,,,,,178.57016288159775,,,1,Reseeded with spring pea (cruisers),Pisum sativum (Spring Pea),805.0,1785.7016288159775
2003,380,-117.080454,46.782853,,SC,167.3228346456693,60.918,3.8887,,,,,,,362.2047244094488,46.98,0.3571,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1673.228346456693,3622.0472440944877
2003,381,-117.080036,46.783116,,SC,102.36220472440945,59.117,4.0309,,,,,,,323.0081422187437,,,1,"Due to poor winter canola stand, spring canola (hyola 357) was overseeded with a Valmar Unit",Brassica napus (Spring Canola),1023.6220472440946,3230.081422187437
2003,394,-117.08390985,46.78312585,,WW,510.3346456692913,44.89,1.8090000000000002,,,,,,,754.5191671310323,,,1,,Triticum aestivum (Winter Wheat),5103.346456692913,7545.191671310323
2003,395,-117.08349799999999,46.783313,,WW,444.3897637795275,45.55,1.9080000000000001,,,,,,,725.2817400179315,,,1,,Triticum aestivum (Winter Wheat),4443.897637795275,7252.817400179315
2003,396,-117.08308000000001,46.783234,,WW,423.7204724409449,45.75,2.081,,,,,,,716.1177703257657,,,1,,Triticum aestivum (Winter Wheat),4237.204724409449,7161.177703257657
2003,397,-117.08266200000001,46.783303000000004,,WW,407.9724409448819,45.16,1.982,,,,,,,709.1356981793535,,,1,,Triticum aestivum (Winter Wheat),4079.7244094488187,7091.356981793535
2003,398,-117.08227546,46.78335797,,WW,486.2204724409449,45.6,2.043,,,,,,,743.8278691568387,,,1,,Triticum aestivum (Winter Wheat),4862.204724409449,7438.278691568386
2003,399,-117.081826,46.783142,,WW,539.8622047244095,45.28,1.786,,,,,,,767.6105524055548,,,1,,Triticum aestivum (Winter Wheat),5398.622047244095,7676.105524055548
2003,400,-117.08140800000001,46.783281,,WW,420.76771653543307,44.48,2.36,,,,,,,714.8086317983134,,,1,,Triticum aestivum (Winter Wheat),4207.677165354331,7148.086317983134
2003,401,-117.08098999999999,46.783283000000004,,SC,145.6692913385827,60.638000000000005,3.3646,,,,,,,368.62129012719566,47.55,0.2723,1,,Brassica napus (Spring Canola),1456.692913385827,3686.2129012719565
2003,402,-117.080572,46.783139,,SP,31.5,45.1,3.6519999999999997,,,,,,,123.23076923076924,47.6,0.3266,1,Reseeded with spring pea (cruisers),Pisum sativum (Spring Pea),315.0,1232.3076923076924
2003,419,-117.08321056,46.7834571,,WW,364.6653543307087,45.94,2.7680000000000002,,,,,,,689.9349997767205,,,1,,Triticum aestivum (Winter Wheat),3646.6535433070867,6899.3499977672045
2003,420,-117.08277087,46.78351532,,WW,409.9409448818898,45.28,2.336,,,,,,,710.008457197655,,,1,,Triticum aestivum (Winter Wheat),4099.4094488188975,7100.08457197655
2003,421,-117.08236678,46.78355231,,WW,297.73622047244095,45.86,2.7460000000000004,,,,,,,660.2611931544689,,,1,,Triticum aestivum (Winter Wheat),2977.3622047244094,6602.611931544689
2003,422,-117.081933,46.783428,,WW,433.5629921259842,44.57,2.028,,,,,,,720.4815654172733,,,1,,Triticum aestivum (Winter Wheat),4335.6299212598415,7204.815654172733
2003,423,-117.08148355,46.78355263,,WW,,,,,,,,,,,,,0,,Triticum aestivum (Winter Wheat),,
2003,424,-117.081097,46.783569,,WW,,,,,,,,,,,,,0,,Triticum aestivum (Winter Wheat),,
2003,425,-117.080679,46.783425,,SC,103.83858267716536,60.148,3.7775,,,,,,,324.921247202022,,,1,,Brassica napus (Spring Canola),1038.3858267716537,3249.21247202022
2004,1,-117.08751399999998,46.778729,,SC,290.5,61.292,3.792,,,,,,,527.8826796317708,,,1,,Brassica napus (Spring Canola),2905.0,5278.826796317708
2004,2,-117.08706455,46.77869163,,SP,158.4404323209114,,,,,,,,,313.16814532221747,,,1,,Pisum sativum (Spring Pea),1584.4043232091142,3131.6814532221747
2004,3,-117.086678,46.778791,,SP,180.5,44.9,4.091,,,,,,,336.30169118536026,,,1,,Pisum sativum (Spring Pea),1805.0,3363.0169118536023
2004,4,-117.08626000000001,46.778760999999996,,SB,395.17716535433067,45.23,1.415,,,,,,,556.6978613530234,,,1,,Hordeum vulgare (Spring Barley),3951.7716535433065,5566.978613530235
2004,5,-117.085842,46.778665999999994,,SW,511.8110236220472,45.56,2.9189999999999996,,,,,,,1070.0224971878515,,,1,,Triticum aestivum (Spring Wheat),5118.110236220472,10700.224971878515
2004,6,-117.08541875,46.77877321,,SW,487.2047244094488,44.78,2.7239999999999998,,,,,,,828.829634931997,,,1,,Triticum aestivum (Spring Wheat),4872.047244094488,8288.29634931997
2004,7,-117.085006,46.778632,,SW,452.75590551181097,44.45,2.8080000000000003,,,,,,,835.8634725744027,,,1,,Triticum aestivum (Spring Wheat),4527.559055118109,8358.634725744028
2004,8,-117.08458799999998,46.778721000000004,,SW,486.71259842519686,45.46,2.853,,,,,,,851.6009048592682,,,1,,Triticum aestivum (Spring Wheat),4867.1259842519685,8516.009048592681
2004,9,-117.08417,46.778674,,SW,544.7834645669291,45.18,2.842,,,,,,,1120.5024540093923,,,1,,Triticum aestivum (Spring Wheat),5447.834645669291,11205.024540093924
2004,10,-117.083752,46.778737,,SW,347.93307086614175,44.97,2.863,,,,,,,908.2352050450708,,,1,,Triticum aestivum (Spring Wheat),3479.3307086614177,9082.352050450707
2004,11,-117.08333400000001,46.778658,,SW,282.97244094488184,44.62,2.7769999999999997,,,,,,,764.0895030166682,,,1,,Triticum aestivum (Spring Wheat),2829.7244094488183,7640.895030166683
2004,12,-117.08293984,46.77873108,,SW,377.95275590551176,45.47,2.858,,,,,,,650.3221188260559,,,1,,Triticum aestivum (Spring Wheat),3779.5275590551178,6503.221188260559
2004,13,-117.082498,46.778764,,WW,487.6968503937008,44.66,1.865,,,,,,,878.9792511984879,,,1,,Triticum aestivum (Winter Wheat),4876.968503937008,8789.792511984879
2004,14,-117.08163216,46.77868863,,WW,442.9133858267717,45.37,2.404,,,,,,,873.0342801316236,,,1,,Triticum aestivum (Winter Wheat),4429.133858267716,8730.342801316236
2004,15,-117.081244,46.778707,,WW,615.6496062992127,45.05,2.246,,,,,,,895.9648828181,,,1,,Triticum aestivum (Winter Wheat),6156.496062992127,8959.648828181
2004,16,-117.080408,46.778826,,WW,606.2992125984252,45.21,1.8030000000000002,,,,,,,894.7236251228206,,,1,,Triticum aestivum (Winter Wheat),6062.992125984252,8947.236251228207
2004,17,-117.07999,46.778797,,WW,626.4763779527559,45.16,2.129,,,,,,,897.4021285705287,,,1,,Triticum aestivum (Winter Wheat),6264.763779527559,8974.021285705287
2004,18,-117.08888012,46.77895174,,WB,399.60629921259834,44.17,1.9880000000000002,,,,,,,493.3783283804793,,,1,,Hordeum vulgare (Winter Barley),3996.0629921259833,4933.7832838047925
2004,19,-117.08846626,46.77882662,,WP,68.5,45.45,2.503,,,,,,,121.72545427830609,,,1,,Pisum sativum (Winter Pea),685.0,1217.254542783061
2004,20,-117.08806399999999,46.778867,,WP,265.5,44.85,2.96,,,,,,,362.91477067311433,,,1,,Pisum sativum (Winter Pea),2655.0,3629.1477067311434
2004,21,-117.08764599999999,46.778842,,SC,213.0,61.434,3.6307,,,,,,,428.7457224476928,,,1,,Brassica napus (Spring Canola),2130.0,4287.457224476928
2004,22,-117.087228,46.779015,,SC,238.0,61.235,3.7845,,,,,,,460.7253860554599,,,1,,Brassica napus (Spring Canola),2380.0,4607.2538605546
2004,23,-117.08683097,46.77900278,,SC,248.5,61.481,3.3968,,,,,,,456.63496932515335,,,1,,Brassica napus (Spring Canola),2485.0,4566.349693251534
2004,24,-117.08639199999999,46.779077,,SP,101.0,44.96,4.192,,,,,,,269.4666666666667,,,1,,Pisum sativum (Spring Pea),1010.0,2694.666666666667
2004,25,-117.085974,46.779047,,SB,460.62992125984255,44.52,1.317,,,,,,,618.8373894365527,,,1,,Hordeum vulgare (Spring Barley),4606.299212598426,6188.373894365527
